date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-09-2022,Manipur,2-Wheelers,1,2473
01-09-2022,Meghalaya,2-Wheelers,1,1719
01-10-2022,Meghalaya,4-Wheelers,1,1188
01-11-2022,Andaman & Nicobar Island,4-Wheelers,1,159
01-12-2022,Arunachal Pradesh,2-Wheelers,1,925
01-12-2022,Meghalaya,2-Wheelers,1,1180
01-12-2022,Punjab,4-Wheelers,1,13085
01-01-2023,DNH and DD,4-Wheelers,1,360
01-01-2023,Ladakh,2-Wheelers,1,20
01-01-2023,Meghalaya,4-Wheelers,1,1271
01-03-2023,Andaman & Nicobar Island,2-Wheelers,1,373
01-03-2023,Andaman & Nicobar Island,4-Wheelers,1,162
01-03-2023,Meghalaya,2-Wheelers,1,1907
01-04-2023,Andaman & Nicobar Island,4-Wheelers,1,122
01-04-2023,Arunachal Pradesh,4-Wheelers,1,892
01-04-2023,DNH and DD,4-Wheelers,1,407
01-04-2023,Nagaland,4-Wheelers,1,687
01-04-2023,Tripura,4-Wheelers,1,299
01-05-2023,Arunachal Pradesh,2-Wheelers,1,1193
01-06-2023,Andaman & Nicobar Island,4-Wheelers,1,136
01-06-2023,DNH and DD,4-Wheelers,1,370
01-06-2023,Meghalaya,2-Wheelers,1,1969
01-07-2023,Ladakh,2-Wheelers,1,117
01-07-2023,Nagaland,2-Wheelers,1,599
01-07-2023,Nagaland,4-Wheelers,1,739
01-08-2023,DNH and DD,4-Wheelers,1,357
01-09-2023,Andaman & Nicobar Island,4-Wheelers,1,148
01-09-2023,Nagaland,2-Wheelers,1,531
01-10-2023,Andaman & Nicobar Island,2-Wheelers,1,404
01-10-2023,Andaman & Nicobar Island,4-Wheelers,1,191
01-10-2023,Meghalaya,2-Wheelers,1,1776
01-10-2023,Meghalaya,4-Wheelers,1,1354
01-11-2023,Andaman & Nicobar Island,4-Wheelers,1,170
01-11-2023,Nagaland,2-Wheelers,1,634
01-11-2023,Nagaland,4-Wheelers,1,860
01-12-2023,Meghalaya,2-Wheelers,1,1518
01-12-2023,Meghalaya,4-Wheelers,1,1060
01-01-2024,Mizoram,4-Wheelers,1,513
01-01-2024,Meghalaya,4-Wheelers,1,1429
01-02-2024,Andaman & Nicobar Island,4-Wheelers,1,181
01-02-2024,Nagaland,4-Wheelers,1,822
01-03-2024,Andaman & Nicobar Island,4-Wheelers,1,158
01-03-2024,Arunachal Pradesh,4-Wheelers,1,1081
01-04-2021,Andaman & Nicobar Island,4-Wheelers,9,168
01-04-2021,Andhra Pradesh,4-Wheelers,26,7837
01-04-2021,Bihar,4-Wheelers,4,5731
01-04-2021,Chandigarh,4-Wheelers,2,1426
01-04-2021,Delhi,4-Wheelers,61,8076
01-04-2021,Goa,4-Wheelers,8,1442
01-04-2021,Gujarat,4-Wheelers,44,17386
01-04-2021,Haryana,4-Wheelers,3,15476
01-04-2021,Jharkhand,4-Wheelers,3,3425
01-04-2021,Karnataka,4-Wheelers,90,16864
01-04-2021,Kerala,4-Wheelers,132,23660
01-04-2021,Madhya Pradesh,4-Wheelers,2,5356
01-04-2021,Maharashtra,4-Wheelers,96,16829
01-04-2021,Odisha,4-Wheelers,5,5101
01-04-2021,Punjab,4-Wheelers,4,8955
01-04-2021,Rajasthan,4-Wheelers,22,10647
01-04-2021,Tamil Nadu,4-Wheelers,75,18826
01-04-2021,Uttar Pradesh,4-Wheelers,4,23056
01-04-2021,Uttarakhand,4-Wheelers,10,2728
01-04-2021,West Bengal,4-Wheelers,24,7640
01-05-2021,Andhra Pradesh,4-Wheelers,16,5831
01-05-2021,Goa,4-Wheelers,4,393
01-05-2021,Gujarat,4-Wheelers,29,15959
01-05-2021,Karnataka,4-Wheelers,2,646
01-05-2021,Kerala,4-Wheelers,48,5164
01-05-2021,Maharashtra,4-Wheelers,121,13528
01-05-2021,Puducherry,4-Wheelers,2,119
01-05-2021,Rajasthan,4-Wheelers,7,2756
01-05-2021,Tamil Nadu,4-Wheelers,14,3413
01-05-2021,Uttar Pradesh,4-Wheelers,3,14016
01-05-2021,West Bengal,4-Wheelers,6,3962
01-06-2021,Andhra Pradesh,4-Wheelers,39,6098
01-06-2021,Bihar,4-Wheelers,4,5692
01-06-2021,Chandigarh,4-Wheelers,12,2050
01-06-2021,Chhattisgarh,4-Wheelers,5,4526
01-06-2021,Delhi,4-Wheelers,148,12914
01-06-2021,Goa,4-Wheelers,14,749
01-06-2021,Gujarat,4-Wheelers,61,19359
01-06-2021,Haryana,4-Wheelers,4,13420
01-06-2021,Jharkhand,4-Wheelers,4,4405
01-06-2021,Karnataka,4-Wheelers,71,8030
01-06-2021,Kerala,4-Wheelers,140,10018
01-06-2021,Madhya Pradesh,4-Wheelers,13,12092
01-06-2021,Maharashtra,4-Wheelers,190,24817
01-06-2021,Odisha,4-Wheelers,2,3041
01-06-2021,Punjab,4-Wheelers,3,7126
01-06-2021,Rajasthan,4-Wheelers,34,12070
01-06-2021,Tamil Nadu,4-Wheelers,42,7793
01-06-2021,Uttar Pradesh,4-Wheelers,3,25704
01-06-2021,Uttarakhand,4-Wheelers,7,2972
01-06-2021,West Bengal,4-Wheelers,18,6316
01-07-2021,Andaman & Nicobar Island,4-Wheelers,8,176
01-07-2021,Andhra Pradesh,4-Wheelers,36,7877
01-07-2021,Bihar,4-Wheelers,5,5438
01-07-2021,Chandigarh,4-Wheelers,9,1916
01-07-2021,Chhattisgarh,4-Wheelers,12,4916
01-07-2021,Delhi,4-Wheelers,131,15033
01-07-2021,Goa,4-Wheelers,10,982
01-07-2021,Gujarat,4-Wheelers,53,23792
01-07-2021,Haryana,4-Wheelers,6,14524
01-07-2021,Himachal Pradesh,4-Wheelers,2,3811
01-07-2021,Jharkhand,4-Wheelers,4,5020
01-07-2021,Karnataka,4-Wheelers,196,21640
01-07-2021,Kerala,4-Wheelers,139,18406
01-07-2021,Madhya Pradesh,4-Wheelers,17,14581
01-07-2021,Maharashtra,4-Wheelers,286,38063
01-07-2021,Odisha,4-Wheelers,3,5552
01-07-2021,Punjab,4-Wheelers,3,9328
01-07-2021,Rajasthan,4-Wheelers,52,14374
01-07-2021,Tamil Nadu,4-Wheelers,88,20857
01-07-2021,Uttar Pradesh,4-Wheelers,8,27999
01-07-2021,Uttarakhand,4-Wheelers,11,4182
01-07-2021,West Bengal,4-Wheelers,37,8919
01-08-2021,Andhra Pradesh,4-Wheelers,78,8245
01-08-2021,Assam,4-Wheelers,2,6447
01-08-2021,Bihar,4-Wheelers,7,5724
01-08-2021,Chandigarh,4-Wheelers,9,1845
01-08-2021,Chhattisgarh,4-Wheelers,11,4350
01-08-2021,Delhi,4-Wheelers,157,13177
01-08-2021,Goa,4-Wheelers,19,1439
01-08-2021,Gujarat,4-Wheelers,83,20394
01-08-2021,Haryana,4-Wheelers,3,16027
01-08-2021,Jharkhand,4-Wheelers,3,5113
01-08-2021,Karnataka,4-Wheelers,137,21975
01-08-2021,Kerala,4-Wheelers,183,22813
01-08-2021,Madhya Pradesh,4-Wheelers,26,12758
01-08-2021,Maharashtra,4-Wheelers,197,35127
01-08-2021,Odisha,4-Wheelers,4,5453
01-08-2021,Punjab,4-Wheelers,4,9209
01-08-2021,Rajasthan,4-Wheelers,53,11454
01-08-2021,Tamil Nadu,4-Wheelers,88,20865
01-08-2021,Uttar Pradesh,4-Wheelers,3,24012
01-08-2021,Uttarakhand,4-Wheelers,6,3760
01-08-2021,West Bengal,4-Wheelers,28,9198
01-09-2021,Andhra Pradesh,4-Wheelers,39,7952
01-09-2021,Bihar,4-Wheelers,4,4339
01-09-2021,Chandigarh,4-Wheelers,20,1607
01-09-2021,Chhattisgarh,4-Wheelers,12,3650
01-09-2021,Delhi,4-Wheelers,265,9181
01-09-2021,Goa,4-Wheelers,34,1277
01-09-2021,Gujarat,4-Wheelers,131,24797
01-09-2021,Haryana,4-Wheelers,7,14879
01-09-2021,Jharkhand,4-Wheelers,12,3892
01-09-2021,Karnataka,4-Wheelers,227,21407
01-09-2021,Kerala,4-Wheelers,164,22063
01-09-2021,Madhya Pradesh,4-Wheelers,23,11756
01-09-2021,Maharashtra,4-Wheelers,148,27900
01-09-2021,Odisha,4-Wheelers,2,4865
01-09-2021,Puducherry,4-Wheelers,2,640
01-09-2021,Punjab,4-Wheelers,3,7521
01-09-2021,Rajasthan,4-Wheelers,69,11035
01-09-2021,Tamil Nadu,4-Wheelers,107,18823
01-09-2021,Uttar Pradesh,4-Wheelers,4,23510
01-09-2021,Uttarakhand,4-Wheelers,10,3171
01-09-2021,West Bengal,4-Wheelers,34,9437
01-10-2021,Andhra Pradesh,4-Wheelers,37,7366
01-10-2021,Bihar,4-Wheelers,7,5838
01-10-2021,Chandigarh,4-Wheelers,12,1816
01-10-2021,Chhattisgarh,4-Wheelers,11,5255
01-10-2021,Delhi,4-Wheelers,253,12876
01-10-2021,Goa,4-Wheelers,28,1165
01-10-2021,Gujarat,4-Wheelers,104,23184
01-10-2021,Haryana,4-Wheelers,8,11634
01-10-2021,Jammu and Kashmir,4-Wheelers,2,4205
01-10-2021,Jharkhand,4-Wheelers,5,4806
01-10-2021,Karnataka,4-Wheelers,163,18505
01-10-2021,Kerala,4-Wheelers,158,14562
01-10-2021,Madhya Pradesh,4-Wheelers,20,9554
01-10-2021,Maharashtra,4-Wheelers,298,33771
01-10-2021,Odisha,4-Wheelers,2,5830
01-10-2021,Punjab,4-Wheelers,5,8523
01-10-2021,Rajasthan,4-Wheelers,86,12823
01-10-2021,Tamil Nadu,4-Wheelers,119,14796
01-10-2021,Uttar Pradesh,4-Wheelers,10,23095
01-10-2021,Uttarakhand,4-Wheelers,13,3523
01-10-2021,West Bengal,4-Wheelers,33,7120
01-11-2021,Andhra Pradesh,4-Wheelers,34,7374
01-11-2021,Bihar,4-Wheelers,11,6992
01-11-2021,Chandigarh,4-Wheelers,16,1919
01-11-2021,Chhattisgarh,4-Wheelers,14,4824
01-11-2021,Delhi,4-Wheelers,185,11782
01-11-2021,Goa,4-Wheelers,20,1293
01-11-2021,Gujarat,4-Wheelers,121,22396
01-11-2021,Haryana,4-Wheelers,13,16035
01-11-2021,Jharkhand,4-Wheelers,8,5320
01-11-2021,Karnataka,4-Wheelers,153,17247
01-11-2021,Kerala,4-Wheelers,214,15244
01-11-2021,Madhya Pradesh,4-Wheelers,31,12871
01-11-2021,Maharashtra,4-Wheelers,515,28322
01-11-2021,Odisha,4-Wheelers,18,5095
01-11-2021,Punjab,4-Wheelers,3,9015
01-11-2021,Rajasthan,4-Wheelers,79,16115
01-11-2021,Tamil Nadu,4-Wheelers,108,15533
01-11-2021,Uttar Pradesh,4-Wheelers,10,29608
01-11-2021,Uttarakhand,4-Wheelers,12,3954
01-11-2021,West Bengal,4-Wheelers,59,8836
01-12-2021,Andhra Pradesh,4-Wheelers,31,6314
01-12-2021,Assam,4-Wheelers,3,6737
01-12-2021,Bihar,4-Wheelers,7,5031
01-12-2021,Chandigarh,4-Wheelers,12,1985
01-12-2021,Chhattisgarh,4-Wheelers,5,3651
01-12-2021,Delhi,4-Wheelers,277,12633
01-12-2021,Goa,4-Wheelers,19,1306
01-12-2021,Gujarat,4-Wheelers,163,24277
01-12-2021,Haryana,4-Wheelers,11,16015
01-12-2021,Jharkhand,4-Wheelers,3,4258
01-12-2021,Karnataka,4-Wheelers,153,16243
01-12-2021,Kerala,4-Wheelers,186,16994
01-12-2021,Madhya Pradesh,4-Wheelers,30,11820
01-12-2021,Maharashtra,4-Wheelers,1392,29346
01-12-2021,Odisha,4-Wheelers,20,4634
01-12-2021,Puducherry,4-Wheelers,2,608
01-12-2021,Punjab,4-Wheelers,6,10624
01-12-2021,Rajasthan,4-Wheelers,73,12739
01-12-2021,Tamil Nadu,4-Wheelers,121,17001
01-12-2021,Uttar Pradesh,4-Wheelers,21,33774
01-12-2021,Uttarakhand,4-Wheelers,38,4270
01-12-2021,West Bengal,4-Wheelers,39,8452
01-01-2022,Andhra Pradesh,4-Wheelers,29,8418
01-01-2022,Bihar,4-Wheelers,10,5538
01-01-2022,Chandigarh,4-Wheelers,7,1519
01-01-2022,Chhattisgarh,4-Wheelers,11,4667
01-01-2022,Delhi,4-Wheelers,282,13659
01-01-2022,Goa,4-Wheelers,26,1185
01-01-2022,Gujarat,4-Wheelers,97,21963
01-01-2022,Haryana,4-Wheelers,26,17633
01-01-2022,Himachal Pradesh,4-Wheelers,3,3090
01-01-2022,Jharkhand,4-Wheelers,5,4345
01-01-2022,Karnataka,4-Wheelers,209,21967
01-01-2022,Kerala,4-Wheelers,212,17441
01-01-2022,Madhya Pradesh,4-Wheelers,25,11325
01-01-2022,Maharashtra,4-Wheelers,263,35772
01-01-2022,Odisha,4-Wheelers,27,5876
01-01-2022,Punjab,4-Wheelers,7,9792
01-01-2022,Rajasthan,4-Wheelers,92,13658
01-01-2022,Tamil Nadu,4-Wheelers,121,20494
01-01-2022,Uttar Pradesh,4-Wheelers,14,32561
01-01-2022,Uttarakhand,4-Wheelers,30,4241
01-01-2022,West Bengal,4-Wheelers,54,7968
01-02-2022,Andhra Pradesh,4-Wheelers,43,6361
01-02-2022,Assam,4-Wheelers,3,6152
01-02-2022,Bihar,4-Wheelers,8,5658
01-02-2022,Chandigarh,4-Wheelers,11,1941
01-02-2022,Chhattisgarh,4-Wheelers,20,3922
01-02-2022,Delhi,4-Wheelers,298,12608
01-02-2022,Goa,4-Wheelers,62,1160
01-02-2022,Gujarat,4-Wheelers,128,24012
01-02-2022,Haryana,4-Wheelers,28,16353
01-02-2022,Himachal Pradesh,4-Wheelers,5,3616
01-02-2022,Jammu and Kashmir,4-Wheelers,7,4679
01-02-2022,Jharkhand,4-Wheelers,4,4335
01-02-2022,Karnataka,4-Wheelers,202,17561
01-02-2022,Kerala,4-Wheelers,327,14575
01-02-2022,Madhya Pradesh,4-Wheelers,22,11274
01-02-2022,Maharashtra,4-Wheelers,905,31805
01-02-2022,Odisha,4-Wheelers,27,5023
01-02-2022,Punjab,4-Wheelers,5,9464
01-02-2022,Rajasthan,4-Wheelers,116,14811
01-02-2022,Tamil Nadu,4-Wheelers,135,16711
01-02-2022,Uttar Pradesh,4-Wheelers,22,28479
01-02-2022,Uttarakhand,4-Wheelers,24,3820
01-02-2022,West Bengal,4-Wheelers,45,7395
01-03-2022,Andaman & Nicobar Island,4-Wheelers,2,108
01-03-2022,Andhra Pradesh,4-Wheelers,55,7288
01-03-2022,Assam,4-Wheelers,2,7281
01-03-2022,Bihar,4-Wheelers,12,6694
01-03-2022,Chandigarh,4-Wheelers,14,2279
01-03-2022,Chhattisgarh,4-Wheelers,19,4200
01-03-2022,Delhi,4-Wheelers,220,13385
01-03-2022,Goa,4-Wheelers,91,1474
01-03-2022,Gujarat,4-Wheelers,249,26077
01-03-2022,Haryana,4-Wheelers,13,18621
01-03-2022,Himachal Pradesh,4-Wheelers,3,3371
01-03-2022,Jammu and Kashmir,4-Wheelers,4,4854
01-03-2022,Jharkhand,4-Wheelers,5,5062
01-03-2022,Karnataka,4-Wheelers,230,22167
01-03-2022,Kerala,4-Wheelers,331,16628
01-03-2022,Madhya Pradesh,4-Wheelers,35,11616
01-03-2022,Maharashtra,4-Wheelers,2060,39762
01-03-2022,Odisha,4-Wheelers,31,6098
01-03-2022,Puducherry,4-Wheelers,3,817
01-03-2022,Punjab,4-Wheelers,4,10836
01-03-2022,Rajasthan,4-Wheelers,89,13751
01-03-2022,Tamil Nadu,4-Wheelers,168,20604
01-03-2022,Uttar Pradesh,4-Wheelers,18,29324
01-03-2022,Uttarakhand,4-Wheelers,20,4026
01-03-2022,West Bengal,4-Wheelers,41,8539
01-04-2022,Andhra Pradesh,4-Wheelers,54,7195
01-04-2022,Assam,4-Wheelers,2,6354
01-04-2022,Bihar,4-Wheelers,8,5981
01-04-2022,Chandigarh,4-Wheelers,12,2167
01-04-2022,Chhattisgarh,4-Wheelers,20,4861
01-04-2022,Delhi,4-Wheelers,566,15811
01-04-2022,Goa,4-Wheelers,31,1390
01-04-2022,Gujarat,4-Wheelers,171,26534
01-04-2022,Haryana,4-Wheelers,11,16721
01-04-2022,Himachal Pradesh,4-Wheelers,4,3140
01-04-2022,Jammu and Kashmir,4-Wheelers,3,4468
01-04-2022,Jharkhand,4-Wheelers,9,4564
01-04-2022,Karnataka,4-Wheelers,311,24129
01-04-2022,Kerala,4-Wheelers,275,16142
01-04-2022,Madhya Pradesh,4-Wheelers,37,11896
01-04-2022,Maharashtra,4-Wheelers,354,32449
01-04-2022,Odisha,4-Wheelers,31,5448
01-04-2022,Puducherry,4-Wheelers,2,702
01-04-2022,Punjab,4-Wheelers,3,10147
01-04-2022,Rajasthan,4-Wheelers,87,15176
01-04-2022,Tamil Nadu,4-Wheelers,154,17499
01-04-2022,Uttar Pradesh,4-Wheelers,11,32173
01-04-2022,Uttarakhand,4-Wheelers,49,4116
01-04-2022,West Bengal,4-Wheelers,40,8560
01-05-2022,Andhra Pradesh,4-Wheelers,59,6927
01-05-2022,Assam,4-Wheelers,7,6761
01-05-2022,Bihar,4-Wheelers,12,6495
01-05-2022,Chandigarh,4-Wheelers,20,2248
01-05-2022,Chhattisgarh,4-Wheelers,24,4397
01-05-2022,Delhi,4-Wheelers,750,15194
01-05-2022,Goa,4-Wheelers,51,1360
01-05-2022,Gujarat,4-Wheelers,163,23174
01-05-2022,Haryana,4-Wheelers,31,18343
01-05-2022,Himachal Pradesh,4-Wheelers,3,3778
01-05-2022,Jammu and Kashmir,4-Wheelers,2,4775
01-05-2022,Jharkhand,4-Wheelers,3,4306
01-05-2022,Karnataka,4-Wheelers,241,20924
01-05-2022,Kerala,4-Wheelers,258,15706
01-05-2022,Madhya Pradesh,4-Wheelers,43,14017
01-05-2022,Maharashtra,4-Wheelers,794,34222
01-05-2022,Meghalaya,4-Wheelers,3,1051
01-05-2022,Odisha,4-Wheelers,40,5583
01-05-2022,Puducherry,4-Wheelers,2,726
01-05-2022,Punjab,4-Wheelers,2,9843
01-05-2022,Rajasthan,4-Wheelers,124,17047
01-05-2022,Tamil Nadu,4-Wheelers,202,19368
01-05-2022,Uttar Pradesh,4-Wheelers,26,30695
01-05-2022,Uttarakhand,4-Wheelers,22,3948
01-05-2022,West Bengal,4-Wheelers,76,8341
01-06-2022,Andhra Pradesh,4-Wheelers,47,6652
01-06-2022,Assam,4-Wheelers,9,5825
01-06-2022,Bihar,4-Wheelers,16,5543
01-06-2022,Chandigarh,4-Wheelers,19,1993
01-06-2022,Chhattisgarh,4-Wheelers,32,3933
01-06-2022,DNH and DD,4-Wheelers,4,369
01-06-2022,Delhi,4-Wheelers,267,14908
01-06-2022,Goa,4-Wheelers,74,1342
01-06-2022,Gujarat,4-Wheelers,337,26192
01-06-2022,Haryana,4-Wheelers,26,17365
01-06-2022,Himachal Pradesh,4-Wheelers,2,3457
01-06-2022,Jammu and Kashmir,4-Wheelers,4,4239
01-06-2022,Jharkhand,4-Wheelers,19,4097
01-06-2022,Karnataka,4-Wheelers,359,22817
01-06-2022,Kerala,4-Wheelers,345,16486
01-06-2022,Madhya Pradesh,4-Wheelers,42,12480
01-06-2022,Maharashtra,4-Wheelers,1082,35587
01-06-2022,Odisha,4-Wheelers,32,5778
01-06-2022,Puducherry,4-Wheelers,9,808
01-06-2022,Punjab,4-Wheelers,3,9388
01-06-2022,Rajasthan,4-Wheelers,136,13559
01-06-2022,Tamil Nadu,4-Wheelers,199,20592
01-06-2022,Uttar Pradesh,4-Wheelers,17,27820
01-06-2022,Uttarakhand,4-Wheelers,38,3959
01-06-2022,West Bengal,4-Wheelers,91,8407
01-07-2022,Andhra Pradesh,4-Wheelers,63,6757
01-07-2022,Assam,4-Wheelers,11,6769
01-07-2022,Bihar,4-Wheelers,10,5215
01-07-2022,Chandigarh,4-Wheelers,21,2709
01-07-2022,Chhattisgarh,4-Wheelers,29,4394
01-07-2022,Delhi,4-Wheelers,438,16056
01-07-2022,Goa,4-Wheelers,107,1545
01-07-2022,Gujarat,4-Wheelers,308,24735
01-07-2022,Haryana,4-Wheelers,135,17539
01-07-2022,Himachal Pradesh,4-Wheelers,6,3618
01-07-2022,Jammu and Kashmir,4-Wheelers,9,4577
01-07-2022,Jharkhand,4-Wheelers,7,4187
01-07-2022,Karnataka,4-Wheelers,358,19322
01-07-2022,Kerala,4-Wheelers,292,14993
01-07-2022,Madhya Pradesh,4-Wheelers,45,11437
01-07-2022,Maharashtra,4-Wheelers,1098,35100
01-07-2022,Meghalaya,4-Wheelers,2,1053
01-07-2022,Odisha,4-Wheelers,29,5336
01-07-2022,Puducherry,4-Wheelers,5,681
01-07-2022,Punjab,4-Wheelers,7,9415
01-07-2022,Rajasthan,4-Wheelers,102,12817
01-07-2022,Tamil Nadu,4-Wheelers,176,17830
01-07-2022,Uttar Pradesh,4-Wheelers,19,27276
01-07-2022,Uttarakhand,4-Wheelers,34,3820
01-07-2022,West Bengal,4-Wheelers,93,8312
01-08-2022,Andhra Pradesh,4-Wheelers,64,7491
01-08-2022,Assam,4-Wheelers,10,6733
01-08-2022,Bihar,4-Wheelers,15,5012
01-08-2022,Chandigarh,4-Wheelers,19,1903
01-08-2022,Chhattisgarh,4-Wheelers,35,3974
01-08-2022,Delhi,4-Wheelers,443,16315
01-08-2022,Goa,4-Wheelers,44,2364
01-08-2022,Gujarat,4-Wheelers,230,23571
01-08-2022,Haryana,4-Wheelers,163,18545
01-08-2022,Himachal Pradesh,4-Wheelers,2,3517
01-08-2022,Jammu and Kashmir,4-Wheelers,3,4299
01-08-2022,Jharkhand,4-Wheelers,15,4040
01-08-2022,Karnataka,4-Wheelers,363,23924
01-08-2022,Kerala,4-Wheelers,342,21051
01-08-2022,Ladakh,4-Wheelers,9,269
01-08-2022,Madhya Pradesh,4-Wheelers,72,15953
01-08-2022,Maharashtra,4-Wheelers,992,40173
01-08-2022,Odisha,4-Wheelers,43,5716
01-08-2022,Puducherry,4-Wheelers,4,758
01-08-2022,Punjab,4-Wheelers,3,9913
01-08-2022,Rajasthan,4-Wheelers,145,12578
01-08-2022,Tamil Nadu,4-Wheelers,182,20944
01-08-2022,Uttar Pradesh,4-Wheelers,15,25778
01-08-2022,Uttarakhand,4-Wheelers,34,3599
01-08-2022,West Bengal,4-Wheelers,110,9228
01-09-2022,Andhra Pradesh,4-Wheelers,61,8003
01-09-2022,Assam,4-Wheelers,13,8690
01-09-2022,Bihar,4-Wheelers,14,5315
01-09-2022,Chandigarh,4-Wheelers,26,2119
01-09-2022,Chhattisgarh,4-Wheelers,50,3978
01-09-2022,Delhi,4-Wheelers,471,14076
01-09-2022,Goa,4-Wheelers,42,1687
01-09-2022,Gujarat,4-Wheelers,299,25102
01-09-2022,Haryana,4-Wheelers,49,14140
01-09-2022,Himachal Pradesh,4-Wheelers,4,2815
01-09-2022,Jammu and Kashmir,4-Wheelers,4,4432
01-09-2022,Jharkhand,4-Wheelers,31,4183
01-09-2022,Karnataka,4-Wheelers,493,25136
01-09-2022,Kerala,4-Wheelers,397,19551
01-09-2022,Madhya Pradesh,4-Wheelers,61,11080
01-09-2022,Maharashtra,4-Wheelers,939,33643
01-09-2022,Meghalaya,4-Wheelers,2,1047
01-09-2022,Odisha,4-Wheelers,40,5941
01-09-2022,Puducherry,4-Wheelers,2,858
01-09-2022,Punjab,4-Wheelers,4,8968
01-09-2022,Rajasthan,4-Wheelers,150,12513
01-09-2022,Tamil Nadu,4-Wheelers,218,21233
01-09-2022,Uttar Pradesh,4-Wheelers,23,22777
01-09-2022,Uttarakhand,4-Wheelers,29,3066
01-09-2022,West Bengal,4-Wheelers,123,11473
01-10-2022,Andhra Pradesh,4-Wheelers,57,8075
01-10-2022,Assam,4-Wheelers,11,7529
01-10-2022,Bihar,4-Wheelers,19,7888
01-10-2022,Chandigarh,4-Wheelers,16,2422
01-10-2022,Chhattisgarh,4-Wheelers,51,7365
01-10-2022,DNH and DD,4-Wheelers,2,432
01-10-2022,Delhi,4-Wheelers,633,18613
01-10-2022,Goa,4-Wheelers,40,2230
01-10-2022,Gujarat,4-Wheelers,189,31456
01-10-2022,Haryana,4-Wheelers,39,21475
01-10-2022,Himachal Pradesh,4-Wheelers,2,3447
01-10-2022,Jammu and Kashmir,4-Wheelers,8,4556
01-10-2022,Jharkhand,4-Wheelers,22,6208
01-10-2022,Karnataka,4-Wheelers,563,26091
01-10-2022,Kerala,4-Wheelers,419,16857
01-10-2022,Madhya Pradesh,4-Wheelers,63,22052
01-10-2022,Maharashtra,4-Wheelers,1174,51561
01-10-2022,Odisha,4-Wheelers,43,6848
01-10-2022,Puducherry,4-Wheelers,4,754
01-10-2022,Punjab,4-Wheelers,3,10552
01-10-2022,Rajasthan,4-Wheelers,204,22678
01-10-2022,Tamil Nadu,4-Wheelers,184,18425
01-10-2022,Uttar Pradesh,4-Wheelers,21,42577
01-10-2022,Uttarakhand,4-Wheelers,50,5163
01-10-2022,West Bengal,4-Wheelers,94,6483
01-11-2022,Andhra Pradesh,4-Wheelers,95,6272
01-11-2022,Assam,4-Wheelers,10,7676
01-11-2022,Bihar,4-Wheelers,6,6295
01-11-2022,Chandigarh,4-Wheelers,61,2279
01-11-2022,Chhattisgarh,4-Wheelers,33,3846
01-11-2022,DNH and DD,4-Wheelers,2,455
01-11-2022,Delhi,4-Wheelers,483,15949
01-11-2022,Goa,4-Wheelers,26,1797
01-11-2022,Gujarat,4-Wheelers,374,36212
01-11-2022,Haryana,4-Wheelers,133,21202
01-11-2022,Himachal Pradesh,4-Wheelers,2,5135
01-11-2022,Jharkhand,4-Wheelers,15,4657
01-11-2022,Karnataka,4-Wheelers,564,23618
01-11-2022,Kerala,4-Wheelers,325,15267
01-11-2022,Madhya Pradesh,4-Wheelers,54,10575
01-11-2022,Maharashtra,4-Wheelers,1144,35215
01-11-2022,Odisha,4-Wheelers,53,5833
01-11-2022,Puducherry,4-Wheelers,9,782
01-11-2022,Rajasthan,4-Wheelers,113,15252
01-11-2022,Tamil Nadu,4-Wheelers,311,20180
01-11-2022,Uttar Pradesh,4-Wheelers,11,31886
01-11-2022,Uttarakhand,4-Wheelers,31,5199
01-11-2022,West Bengal,4-Wheelers,121,10465
01-12-2022,Andaman & Nicobar Island,4-Wheelers,3,229
01-12-2022,Andhra Pradesh,4-Wheelers,120,6769
01-12-2022,Assam,4-Wheelers,4,8441
01-12-2022,Bihar,4-Wheelers,5,4752
01-12-2022,Chandigarh,4-Wheelers,46,2261
01-12-2022,Chhattisgarh,4-Wheelers,40,3887
01-12-2022,DNH and DD,4-Wheelers,2,365
01-12-2022,Delhi,4-Wheelers,791,15492
01-12-2022,Goa,4-Wheelers,30,1744
01-12-2022,Gujarat,4-Wheelers,260,27614
01-12-2022,Haryana,4-Wheelers,177,18223
01-12-2022,Himachal Pradesh,4-Wheelers,7,4026
01-12-2022,Jammu and Kashmir,4-Wheelers,4,5304
01-12-2022,Jharkhand,4-Wheelers,22,3979
01-12-2022,Karnataka,4-Wheelers,438,22142
01-12-2022,Kerala,4-Wheelers,298,16601
01-12-2022,Madhya Pradesh,4-Wheelers,35,11124
01-12-2022,Maharashtra,4-Wheelers,887,32422
01-12-2022,Odisha,4-Wheelers,42,6616
01-12-2022,Puducherry,4-Wheelers,4,690
01-12-2022,Rajasthan,4-Wheelers,110,12634
01-12-2022,Tamil Nadu,4-Wheelers,406,20201
01-12-2022,Uttar Pradesh,4-Wheelers,13,27230
01-12-2022,Uttarakhand,4-Wheelers,24,3881
01-12-2022,West Bengal,4-Wheelers,65,8047
01-01-2023,Andhra Pradesh,4-Wheelers,121,10775
01-01-2023,Assam,4-Wheelers,5,7240
01-01-2023,Bihar,4-Wheelers,19,6600
01-01-2023,Chandigarh,4-Wheelers,50,2500
01-01-2023,Chhattisgarh,4-Wheelers,56,4880
