date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
01-01-2023,Delhi,4-Wheelers,331,17993
01-01-2023,Goa,4-Wheelers,44,1888
01-01-2023,Gujarat,4-Wheelers,212,25859
01-01-2023,Haryana,4-Wheelers,141,25164
01-01-2023,Himachal Pradesh,4-Wheelers,5,4192
01-01-2023,Jammu and Kashmir,4-Wheelers,4,4245
01-01-2023,Jharkhand,4-Wheelers,41,5016
01-01-2023,Karnataka,4-Wheelers,587,26011
01-01-2023,Kerala,4-Wheelers,344,17267
01-01-2023,Madhya Pradesh,4-Wheelers,69,17945
01-01-2023,Maharashtra,4-Wheelers,827,44349
01-01-2023,Manipur,4-Wheelers,3,892
01-01-2023,Odisha,4-Wheelers,51,6278
01-01-2023,Puducherry,4-Wheelers,3,1004
01-01-2023,Rajasthan,4-Wheelers,155,18017
01-01-2023,Tamil Nadu,4-Wheelers,202,24430
01-01-2023,Uttar Pradesh,4-Wheelers,26,41439
01-01-2023,Uttarakhand,4-Wheelers,16,5040
01-01-2023,West Bengal,4-Wheelers,124,9141
01-02-2023,Andhra Pradesh,4-Wheelers,116,6628
01-02-2023,Assam,4-Wheelers,13,7029
01-02-2023,Bihar,4-Wheelers,46,6117
01-02-2023,Chandigarh,4-Wheelers,59,2061
01-02-2023,Chhattisgarh,4-Wheelers,73,4196
01-02-2023,DNH and DD,4-Wheelers,3,411
01-02-2023,Delhi,4-Wheelers,510,14823
01-02-2023,Goa,4-Wheelers,83,1760
01-02-2023,Gujarat,4-Wheelers,271,28856
01-02-2023,Haryana,4-Wheelers,175,19656
01-02-2023,Himachal Pradesh,4-Wheelers,21,3952
01-02-2023,Jammu and Kashmir,4-Wheelers,8,4449
01-02-2023,Jharkhand,4-Wheelers,33,4234
01-02-2023,Karnataka,4-Wheelers,616,21837
01-02-2023,Kerala,4-Wheelers,662,14603
01-02-2023,Madhya Pradesh,4-Wheelers,144,17295
01-02-2023,Maharashtra,4-Wheelers,1012,30727
01-02-2023,Manipur,4-Wheelers,5,756
01-02-2023,Odisha,4-Wheelers,60,5397
01-02-2023,Puducherry,4-Wheelers,3,703
01-02-2023,Punjab,4-Wheelers,18,11765
01-02-2023,Rajasthan,4-Wheelers,293,15819
01-02-2023,Tamil Nadu,4-Wheelers,307,18758
01-02-2023,Uttar Pradesh,4-Wheelers,60,32464
01-02-2023,Uttarakhand,4-Wheelers,23,3985
01-02-2023,West Bengal,4-Wheelers,142,8054
01-03-2023,Andhra Pradesh,4-Wheelers,173,7764
01-03-2023,Assam,4-Wheelers,20,8324
01-03-2023,Bihar,4-Wheelers,47,6322
01-03-2023,Chandigarh,4-Wheelers,131,2589
01-03-2023,Chhattisgarh,4-Wheelers,95,5119
01-03-2023,DNH and DD,4-Wheelers,2,485
01-03-2023,Delhi,4-Wheelers,1544,18638
01-03-2023,Goa,4-Wheelers,112,2439
01-03-2023,Gujarat,4-Wheelers,498,26082
01-03-2023,Haryana,4-Wheelers,477,21547
01-03-2023,Himachal Pradesh,4-Wheelers,7,3574
01-03-2023,Jammu and Kashmir,4-Wheelers,17,5388
01-03-2023,Jharkhand,4-Wheelers,52,4670
01-03-2023,Karnataka,4-Wheelers,1062,28169
01-03-2023,Kerala,4-Wheelers,1107,24727
01-03-2023,Madhya Pradesh,4-Wheelers,159,14745
01-03-2023,Maharashtra,4-Wheelers,1389,42854
01-03-2023,Odisha,4-Wheelers,74,6358
01-03-2023,Puducherry,4-Wheelers,4,999
01-03-2023,Punjab,4-Wheelers,13,12430
01-03-2023,Rajasthan,4-Wheelers,425,18370
01-03-2023,Tamil Nadu,4-Wheelers,571,22131
01-03-2023,Tripura,4-Wheelers,9,329
01-03-2023,Uttar Pradesh,4-Wheelers,431,34186
01-03-2023,Uttarakhand,4-Wheelers,48,4596
01-03-2023,West Bengal,4-Wheelers,352,8955
01-04-2023,Andhra Pradesh,4-Wheelers,225,7229
01-04-2023,Assam,4-Wheelers,20,7022
01-04-2023,Bihar,4-Wheelers,40,5840
01-04-2023,Chandigarh,4-Wheelers,62,2482
01-04-2023,Chhattisgarh,4-Wheelers,93,5558
01-04-2023,Delhi,4-Wheelers,551,14861
01-04-2023,Goa,4-Wheelers,57,1633
01-04-2023,Gujarat,4-Wheelers,537,28451
01-04-2023,Haryana,4-Wheelers,363,21914
01-04-2023,Himachal Pradesh,4-Wheelers,9,3880
01-04-2023,Jammu and Kashmir,4-Wheelers,4,3728
01-04-2023,Jharkhand,4-Wheelers,39,4281
01-04-2023,Karnataka,4-Wheelers,762,22368
01-04-2023,Kerala,4-Wheelers,637,9171
01-04-2023,Madhya Pradesh,4-Wheelers,95,10894
01-04-2023,Maharashtra,4-Wheelers,1139,35336
01-04-2023,Meghalaya,4-Wheelers,2,1094
01-04-2023,Odisha,4-Wheelers,84,5315
01-04-2023,Puducherry,4-Wheelers,5,735
01-04-2023,Punjab,4-Wheelers,22,9734
01-04-2023,Rajasthan,4-Wheelers,291,14377
01-04-2023,Tamil Nadu,4-Wheelers,399,18659
01-04-2023,Uttar Pradesh,4-Wheelers,364,32143
01-04-2023,Uttarakhand,4-Wheelers,47,4887
01-04-2023,West Bengal,4-Wheelers,152,7999
01-05-2023,Andhra Pradesh,4-Wheelers,216,8095
01-05-2023,Assam,4-Wheelers,30,6994
01-05-2023,Bihar,4-Wheelers,46,6865
01-05-2023,Chandigarh,4-Wheelers,83,2556
01-05-2023,Chhattisgarh,4-Wheelers,185,3785
01-05-2023,DNH and DD,4-Wheelers,4,416
01-05-2023,Delhi,4-Wheelers,787,16609
01-05-2023,Goa,4-Wheelers,85,1878
01-05-2023,Gujarat,4-Wheelers,710,25770
01-05-2023,Haryana,4-Wheelers,211,21218
01-05-2023,Himachal Pradesh,4-Wheelers,21,3565
01-05-2023,Jammu and Kashmir,4-Wheelers,14,5095
01-05-2023,Jharkhand,4-Wheelers,37,4755
01-05-2023,Karnataka,4-Wheelers,999,22601
01-05-2023,Kerala,4-Wheelers,954,14819
01-05-2023,Madhya Pradesh,4-Wheelers,136,12488
01-05-2023,Maharashtra,4-Wheelers,1137,35179
01-05-2023,Manipur,4-Wheelers,4,119
01-05-2023,Meghalaya,4-Wheelers,2,1027
01-05-2023,Odisha,4-Wheelers,105,5951
01-05-2023,Puducherry,4-Wheelers,6,943
01-05-2023,Punjab,4-Wheelers,63,11047
01-05-2023,Rajasthan,4-Wheelers,419,16157
01-05-2023,Tamil Nadu,4-Wheelers,529,20789
01-05-2023,Tripura,4-Wheelers,2,436
01-05-2023,Uttar Pradesh,4-Wheelers,472,34515
01-05-2023,Uttarakhand,4-Wheelers,61,4675
01-05-2023,West Bengal,4-Wheelers,322,8672
01-06-2023,Andhra Pradesh,4-Wheelers,156,6611
01-06-2023,Assam,4-Wheelers,28,6751
01-06-2023,Bihar,4-Wheelers,52,6134
01-06-2023,Chandigarh,4-Wheelers,77,2597
01-06-2023,Chhattisgarh,4-Wheelers,114,3650
01-06-2023,Delhi,4-Wheelers,935,15723
01-06-2023,Goa,4-Wheelers,75,1699
01-06-2023,Gujarat,4-Wheelers,698,24829
01-06-2023,Haryana,4-Wheelers,263,21135
01-06-2023,Himachal Pradesh,4-Wheelers,19,3448
01-06-2023,Jammu and Kashmir,4-Wheelers,18,4437
01-06-2023,Jharkhand,4-Wheelers,48,4320
01-06-2023,Karnataka,4-Wheelers,1142,24603
01-06-2023,Kerala,4-Wheelers,885,14389
01-06-2023,Madhya Pradesh,4-Wheelers,107,10927
01-06-2023,Maharashtra,4-Wheelers,1360,36069
01-06-2023,Meghalaya,4-Wheelers,2,950
01-06-2023,Odisha,4-Wheelers,89,5873
01-06-2023,Puducherry,4-Wheelers,8,910
01-06-2023,Punjab,4-Wheelers,76,10547
01-06-2023,Rajasthan,4-Wheelers,380,15534
01-06-2023,Tamil Nadu,4-Wheelers,572,22976
01-06-2023,Tripura,4-Wheelers,2,375
01-06-2023,Uttar Pradesh,4-Wheelers,393,30578
01-06-2023,Uttarakhand,4-Wheelers,42,4393
01-06-2023,West Bengal,4-Wheelers,247,8471
01-07-2023,Andaman & Nicobar Island,4-Wheelers,3,163
01-07-2023,Andhra Pradesh,4-Wheelers,157,6820
01-07-2023,Arunachal Pradesh,4-Wheelers,2,1069
01-07-2023,Assam,4-Wheelers,23,7381
01-07-2023,Bihar,4-Wheelers,58,5189
01-07-2023,Chandigarh,4-Wheelers,71,2326
01-07-2023,Chhattisgarh,4-Wheelers,94,3346
01-07-2023,DNH and DD,4-Wheelers,4,391
01-07-2023,Delhi,4-Wheelers,831,15285
01-07-2023,Goa,4-Wheelers,84,1739
01-07-2023,Gujarat,4-Wheelers,692,27755
01-07-2023,Haryana,4-Wheelers,92,11915
01-07-2023,Himachal Pradesh,4-Wheelers,12,3956
01-07-2023,Jammu and Kashmir,4-Wheelers,11,4435
01-07-2023,Jharkhand,4-Wheelers,31,4010
01-07-2023,Karnataka,4-Wheelers,1221,23154
01-07-2023,Kerala,4-Wheelers,871,14002
01-07-2023,Madhya Pradesh,4-Wheelers,138,10811
01-07-2023,Maharashtra,4-Wheelers,1103,36082
01-07-2023,Manipur,4-Wheelers,6,427
01-07-2023,Meghalaya,4-Wheelers,3,1030
01-07-2023,Odisha,4-Wheelers,134,5745
01-07-2023,Puducherry,4-Wheelers,7,809
01-07-2023,Punjab,4-Wheelers,92,10766
01-07-2023,Rajasthan,4-Wheelers,405,14064
01-07-2023,Tamil Nadu,4-Wheelers,630,20553
01-07-2023,Tripura,4-Wheelers,2,578
01-07-2023,Uttar Pradesh,4-Wheelers,420,29214
01-07-2023,Uttarakhand,4-Wheelers,53,4216
01-07-2023,West Bengal,4-Wheelers,179,8111
01-08-2023,Andaman & Nicobar Island,4-Wheelers,3,183
01-08-2023,Andhra Pradesh,4-Wheelers,104,7397
01-08-2023,Arunachal Pradesh,4-Wheelers,4,1121
01-08-2023,Assam,4-Wheelers,27,7557
01-08-2023,Bihar,4-Wheelers,53,5334
01-08-2023,Chandigarh,4-Wheelers,80,1937
01-08-2023,Chhattisgarh,4-Wheelers,107,3859
01-08-2023,Delhi,4-Wheelers,440,15852
01-08-2023,Goa,4-Wheelers,98,2177
01-08-2023,Gujarat,4-Wheelers,512,25572
01-08-2023,Haryana,4-Wheelers,189,24414
01-08-2023,Himachal Pradesh,4-Wheelers,11,3975
01-08-2023,Jammu and Kashmir,4-Wheelers,15,4843
01-08-2023,Jharkhand,4-Wheelers,52,4040
01-08-2023,Karnataka,4-Wheelers,1196,28235
01-08-2023,Kerala,4-Wheelers,736,18189
01-08-2023,Madhya Pradesh,4-Wheelers,112,11479
01-08-2023,Maharashtra,4-Wheelers,1070,40169
01-08-2023,Manipur,4-Wheelers,6,458
01-08-2023,Meghalaya,4-Wheelers,3,1215
01-08-2023,Odisha,4-Wheelers,146,6282
01-08-2023,Puducherry,4-Wheelers,14,955
01-08-2023,Punjab,4-Wheelers,75,11493
01-08-2023,Rajasthan,4-Wheelers,396,14786
01-08-2023,Tamil Nadu,4-Wheelers,591,23537
01-08-2023,Tripura,4-Wheelers,2,466
01-08-2023,Uttar Pradesh,4-Wheelers,482,29829
01-08-2023,Uttarakhand,4-Wheelers,50,4283
01-08-2023,West Bengal,4-Wheelers,178,9101
01-09-2023,Andhra Pradesh,4-Wheelers,59,7044
01-09-2023,Arunachal Pradesh,4-Wheelers,4,1003
01-09-2023,Assam,4-Wheelers,23,8078
01-09-2023,Bihar,4-Wheelers,60,5210
01-09-2023,Chandigarh,4-Wheelers,54,1491
01-09-2023,Chhattisgarh,4-Wheelers,83,3993
01-09-2023,DNH and DD,4-Wheelers,6,468
01-09-2023,Delhi,4-Wheelers,380,15776
01-09-2023,Goa,4-Wheelers,69,2801
01-09-2023,Gujarat,4-Wheelers,633,36818
01-09-2023,Haryana,4-Wheelers,92,24045
01-09-2023,Himachal Pradesh,4-Wheelers,9,3683
01-09-2023,Jammu and Kashmir,4-Wheelers,9,4430
01-09-2023,Jharkhand,4-Wheelers,22,4600
01-09-2023,Karnataka,4-Wheelers,942,24184
01-09-2023,Kerala,4-Wheelers,773,21467
01-09-2023,Madhya Pradesh,4-Wheelers,117,11748
01-09-2023,Maharashtra,4-Wheelers,869,43063
01-09-2023,Meghalaya,4-Wheelers,3,1139
01-09-2023,Odisha,4-Wheelers,101,6354
01-09-2023,Puducherry,4-Wheelers,10,912
01-09-2023,Punjab,4-Wheelers,83,12368
01-09-2023,Rajasthan,4-Wheelers,375,16356
01-09-2023,Tamil Nadu,4-Wheelers,543,22461
01-09-2023,Tripura,4-Wheelers,3,470
01-09-2023,Uttar Pradesh,4-Wheelers,476,29087
01-09-2023,Uttarakhand,4-Wheelers,30,4234
01-09-2023,West Bengal,4-Wheelers,218,9011
01-10-2023,Andhra Pradesh,4-Wheelers,68,7743
01-10-2023,Arunachal Pradesh,4-Wheelers,2,1111
01-10-2023,Assam,4-Wheelers,24,9481
01-10-2023,Bihar,4-Wheelers,57,6068
01-10-2023,Chandigarh,4-Wheelers,71,1722
01-10-2023,Chhattisgarh,4-Wheelers,79,4920
01-10-2023,DNH and DD,4-Wheelers,12,620
01-10-2023,Delhi,4-Wheelers,519,16459
01-10-2023,Goa,4-Wheelers,87,2094
01-10-2023,Gujarat,4-Wheelers,670,42365
01-10-2023,Haryana,4-Wheelers,220,20543
01-10-2023,Himachal Pradesh,4-Wheelers,7,3066
01-10-2023,Jammu and Kashmir,4-Wheelers,10,4603
01-10-2023,Jharkhand,4-Wheelers,30,4837
01-10-2023,Karnataka,4-Wheelers,1154,25652
01-10-2023,Kerala,4-Wheelers,642,14522
01-10-2023,Madhya Pradesh,4-Wheelers,112,13646
01-10-2023,Maharashtra,4-Wheelers,1404,47126
01-10-2023,Manipur,4-Wheelers,2,272
01-10-2023,Odisha,4-Wheelers,130,8500
01-10-2023,Puducherry,4-Wheelers,7,990
01-10-2023,Punjab,4-Wheelers,94,11396
01-10-2023,Rajasthan,4-Wheelers,464,18951
01-10-2023,Tamil Nadu,4-Wheelers,556,28342
01-10-2023,Tripura,4-Wheelers,3,497
01-10-2023,Uttar Pradesh,4-Wheelers,512,33774
01-10-2023,Uttarakhand,4-Wheelers,34,4562
01-10-2023,West Bengal,4-Wheelers,238,9972
01-11-2023,Andhra Pradesh,4-Wheelers,98,8220
01-11-2023,Arunachal Pradesh,4-Wheelers,3,1226
01-11-2023,Assam,4-Wheelers,26,7960
01-11-2023,Bihar,4-Wheelers,50,9075
01-11-2023,Chandigarh,4-Wheelers,88,1805
01-11-2023,Chhattisgarh,4-Wheelers,99,5877
01-11-2023,DNH and DD,4-Wheelers,3,590
01-11-2023,Delhi,4-Wheelers,538,18675
01-11-2023,Goa,4-Wheelers,97,2521
01-11-2023,Gujarat,4-Wheelers,592,32601
01-11-2023,Haryana,4-Wheelers,215,22002
01-11-2023,Himachal Pradesh,4-Wheelers,15,4242
01-11-2023,Jammu and Kashmir,4-Wheelers,18,4981
01-11-2023,Jharkhand,4-Wheelers,40,6684
01-11-2023,Karnataka,4-Wheelers,822,26232
01-11-2023,Kerala,4-Wheelers,641,12551
01-11-2023,Madhya Pradesh,4-Wheelers,137,17166
01-11-2023,Maharashtra,4-Wheelers,1315,48131
01-11-2023,Manipur,4-Wheelers,2,246
01-11-2023,Meghalaya,4-Wheelers,2,1387
01-11-2023,Odisha,4-Wheelers,177,7105
01-11-2023,Puducherry,4-Wheelers,11,990
01-11-2023,Punjab,4-Wheelers,128,12992
01-11-2023,Rajasthan,4-Wheelers,539,24386
01-11-2023,Tamil Nadu,4-Wheelers,599,19015
01-11-2023,Tripura,4-Wheelers,2,657
01-11-2023,Uttar Pradesh,4-Wheelers,446,42692
01-11-2023,Uttarakhand,4-Wheelers,47,5398
01-11-2023,West Bengal,4-Wheelers,290,9743
01-12-2023,Andaman & Nicobar Island,4-Wheelers,2,175
01-12-2023,Andhra Pradesh,4-Wheelers,130,7155
01-12-2023,Arunachal Pradesh,4-Wheelers,2,1137
01-12-2023,Assam,4-Wheelers,30,8111
01-12-2023,Bihar,4-Wheelers,59,4788
01-12-2023,Chandigarh,4-Wheelers,130,1496
01-12-2023,Chhattisgarh,4-Wheelers,93,3575
01-12-2023,DNH and DD,4-Wheelers,5,488
01-12-2023,Delhi,4-Wheelers,811,16567
01-12-2023,Goa,4-Wheelers,71,1859
01-12-2023,Gujarat,4-Wheelers,548,26023
01-12-2023,Haryana,4-Wheelers,218,23698
01-12-2023,Himachal Pradesh,4-Wheelers,16,5710
01-12-2023,Jammu and Kashmir,4-Wheelers,15,4531
01-12-2023,Jharkhand,4-Wheelers,27,4375
01-12-2023,Karnataka,4-Wheelers,1155,22859
01-12-2023,Kerala,4-Wheelers,736,13811
01-12-2023,Madhya Pradesh,4-Wheelers,134,9736
01-12-2023,Maharashtra,4-Wheelers,1125,32212
01-12-2023,Manipur,4-Wheelers,2,206
01-12-2023,Odisha,4-Wheelers,186,7280
01-12-2023,Puducherry,4-Wheelers,12,860
01-12-2023,Punjab,4-Wheelers,116,13632
01-12-2023,Rajasthan,4-Wheelers,348,13082
01-12-2023,Tamil Nadu,4-Wheelers,520,19246
01-12-2023,Tripura,4-Wheelers,4,489
01-12-2023,Uttar Pradesh,4-Wheelers,498,29434
01-12-2023,Uttarakhand,4-Wheelers,37,5430
01-12-2023,West Bengal,4-Wheelers,160,8435
01-01-2024,Uttar Pradesh,4-Wheelers,399,44334
01-01-2024,Maharashtra,4-Wheelers,1289,50156
01-01-2024,Karnataka,4-Wheelers,1080,30770
01-01-2024,Tamil Nadu,4-Wheelers,626,28455
01-01-2024,Bihar,4-Wheelers,58,6824
01-01-2024,Kerala,4-Wheelers,734,164
01-01-2024,Rajasthan,4-Wheelers,498,21747
01-01-2024,Delhi,4-Wheelers,1345,21520
01-01-2024,Madhya Pradesh,4-Wheelers,172,19326
01-01-2024,Gujarat,4-Wheelers,494,33379
01-01-2024,Odisha,4-Wheelers,150,7500
01-01-2024,Assam,4-Wheelers,21,7242
01-01-2024,Haryana,4-Wheelers,282,28776
01-01-2024,Chhattisgarh,4-Wheelers,91,4946
01-01-2024,West Bengal,4-Wheelers,184,10223
01-01-2024,Punjab,4-Wheelers,105,15000
01-01-2024,Andhra Pradesh,4-Wheelers,123,8483
01-01-2024,Jharkhand,4-Wheelers,29,4678
01-01-2024,Uttarakhand,4-Wheelers,49,5385
01-01-2024,Jammu and Kashmir,4-Wheelers,10,5264
01-01-2024,Goa,4-Wheelers,86,2331
01-01-2024,Chandigarh,4-Wheelers,101,1624
01-01-2024,Tripura,4-Wheelers,2,466
01-01-2024,Puducherry,4-Wheelers,10,1250
01-01-2024,Himachal Pradesh,4-Wheelers,13,4815
01-01-2024,DNH and DD,4-Wheelers,3,527
01-01-2024,Manipur,4-Wheelers,7,433
01-01-2024,Arunachal Pradesh,4-Wheelers,5,1174
01-02-2024,Uttar Pradesh,4-Wheelers,394,37170
01-02-2024,Maharashtra,4-Wheelers,1227,36302
01-02-2024,Karnataka,4-Wheelers,923,24812
01-02-2024,Tamil Nadu,4-Wheelers,595,23063
01-02-2024,Rajasthan,4-Wheelers,517,19149
01-02-2024,Bihar,4-Wheelers,71,6762
01-02-2024,Madhya Pradesh,4-Wheelers,146,18025
01-02-2024,Kerala,4-Wheelers,684,12281
01-02-2024,Gujarat,4-Wheelers,510,25758
01-02-2024,Delhi,4-Wheelers,596,17898
01-02-2024,Assam,4-Wheelers,24,6858
01-02-2024,Odisha,4-Wheelers,203,6305
01-02-2024,Chhattisgarh,4-Wheelers,99,4125
01-02-2024,Punjab,4-Wheelers,111,14051
01-02-2024,Andhra Pradesh,4-Wheelers,128,6125
01-02-2024,Haryana,4-Wheelers,312,26000
01-02-2024,West Bengal,4-Wheelers,185,8487
01-02-2024,Jharkhand,4-Wheelers,42,4667
01-02-2024,Uttarakhand,4-Wheelers,60,5826
01-02-2024,Jammu and Kashmir,4-Wheelers,24,4211
01-02-2024,Goa,4-Wheelers,99,1772
01-02-2024,Tripura,4-Wheelers,5,538
01-02-2024,Chandigarh,4-Wheelers,84,1321
01-02-2024,Puducherry,4-Wheelers,16,1177
01-02-2024,Himachal Pradesh,4-Wheelers,11,4584
01-02-2024,Manipur,4-Wheelers,7,310
01-02-2024,DNH and DD,4-Wheelers,5,444
01-02-2024,Meghalaya,4-Wheelers,4,1261
01-02-2024,Arunachal Pradesh,4-Wheelers,4,1184
01-03-2024,Maharashtra,4-Wheelers,1079,36826
01-03-2024,Uttar Pradesh,4-Wheelers,389,34425
01-03-2024,Karnataka,4-Wheelers,1482,26751
01-03-2024,Tamil Nadu,4-Wheelers,749,22095
01-03-2024,Rajasthan,4-Wheelers,493,16942
01-03-2024,Delhi,4-Wheelers,897,15905
01-03-2024,Kerala,4-Wheelers,876,13861
01-03-2024,Gujarat,4-Wheelers,661,25424
01-03-2024,Bihar,4-Wheelers,99,6972
01-03-2024,Madhya Pradesh,4-Wheelers,143,14743
01-03-2024,Andhra Pradesh,4-Wheelers,366,7838
01-03-2024,Assam,4-Wheelers,53,7465
01-03-2024,Chhattisgarh,4-Wheelers,120,4348
01-03-2024,Punjab,4-Wheelers,132,14348
01-03-2024,West Bengal,4-Wheelers,495,8089
01-03-2024,Haryana,4-Wheelers,305,23644
01-03-2024,Jharkhand,4-Wheelers,52,4483
01-03-2024,Goa,4-Wheelers,123,1730
01-03-2024,Uttarakhand,4-Wheelers,51,4812
01-03-2024,Jammu and Kashmir,4-Wheelers,18,4500
01-03-2024,Tripura,4-Wheelers,3,556
01-03-2024,Chandigarh,4-Wheelers,119,1294
01-03-2024,Puducherry,4-Wheelers,5,1042
01-03-2024,Meghalaya,4-Wheelers,3,1200
01-03-2024,Himachal Pradesh,4-Wheelers,17,4147
01-03-2024,DNH and DD,4-Wheelers,4,429
01-03-2024,Manipur,4-Wheelers,2,370
01-04-2021,Andhra Pradesh,2-Wheelers,436,63444
01-04-2021,Assam,2-Wheelers,7,30344
01-04-2021,Bihar,2-Wheelers,47,81056
01-04-2021,Chandigarh,2-Wheelers,6,1200
01-04-2021,Chhattisgarh,2-Wheelers,36,10274
01-04-2021,Delhi,2-Wheelers,272,14233
01-04-2021,Goa,2-Wheelers,36,3374
01-04-2021,Gujarat,2-Wheelers,98,49005
01-04-2021,Haryana,2-Wheelers,101,31078
01-04-2021,Himachal Pradesh,2-Wheelers,9,4360
01-04-2021,Jammu and Kashmir,2-Wheelers,22,6874
01-04-2021,Jharkhand,2-Wheelers,80,26969
01-04-2021,Karnataka,2-Wheelers,1549,59979
01-04-2021,Kerala,2-Wheelers,379,57624
01-04-2021,Madhya Pradesh,2-Wheelers,126,29491
01-04-2021,Maharashtra,2-Wheelers,428,45515
01-04-2021,Manipur,2-Wheelers,2,3048
01-04-2021,Odisha,2-Wheelers,191,36953
01-04-2021,Puducherry,2-Wheelers,18,2581
01-04-2021,Punjab,2-Wheelers,9,24348
01-04-2021,Rajasthan,2-Wheelers,325,48828
01-04-2021,Tamil Nadu,2-Wheelers,1297,107658
01-04-2021,Uttar Pradesh,2-Wheelers,171,137840
01-04-2021,Uttarakhand,2-Wheelers,34,7607
01-04-2021,West Bengal,2-Wheelers,9,65885
01-05-2021,Andhra Pradesh,2-Wheelers,201,41370
01-05-2021,Bihar,2-Wheelers,8,55276
01-05-2021,Chhattisgarh,2-Wheelers,6,5280
01-05-2021,Goa,2-Wheelers,27,379
01-05-2021,Gujarat,2-Wheelers,106,33419
01-05-2021,Haryana,2-Wheelers,17,7315
01-05-2021,Himachal Pradesh,2-Wheelers,4,1721
01-05-2021,Jammu and Kashmir,2-Wheelers,50,1916
01-05-2021,Jharkhand,2-Wheelers,39,21680
01-05-2021,Karnataka,2-Wheelers,140,4942
01-05-2021,Kerala,2-Wheelers,95,6675
01-05-2021,Maharashtra,2-Wheelers,189,16627
01-05-2021,Odisha,2-Wheelers,28,5900
01-05-2021,Puducherry,2-Wheelers,3,314
01-05-2021,Punjab,2-Wheelers,21,14366
01-05-2021,Rajasthan,2-Wheelers,33,18802
01-05-2021,Tamil Nadu,2-Wheelers,237,17837
01-05-2021,Uttar Pradesh,2-Wheelers,25,147458
01-05-2021,Uttarakhand,2-Wheelers,6,2957
01-05-2021,West Bengal,2-Wheelers,6,28906
01-06-2021,Andhra Pradesh,2-Wheelers,369,53867
01-06-2021,Assam,2-Wheelers,6,22586
01-06-2021,Bihar,2-Wheelers,67,100771
01-06-2021,Chandigarh,2-Wheelers,2,1314
01-06-2021,Chhattisgarh,2-Wheelers,138,31808
01-06-2021,DNH and DD,2-Wheelers,2,627
01-06-2021,Delhi,2-Wheelers,205,22186
01-06-2021,Goa,2-Wheelers,17,1533
01-06-2021,Gujarat,2-Wheelers,207,59121
01-06-2021,Haryana,2-Wheelers,74,31957
01-06-2021,Himachal Pradesh,2-Wheelers,25,5098
01-06-2021,Jammu and Kashmir,2-Wheelers,87,8677
01-06-2021,Jharkhand,2-Wheelers,42,33533
01-06-2021,Karnataka,2-Wheelers,560,19402
01-06-2021,Kerala,2-Wheelers,184,17828
01-06-2021,Madhya Pradesh,2-Wheelers,227,90928
01-06-2021,Maharashtra,2-Wheelers,891,75098
01-06-2021,Odisha,2-Wheelers,147,23193
01-06-2021,Puducherry,2-Wheelers,31,2559
01-06-2021,Punjab,2-Wheelers,71,23393
01-06-2021,Rajasthan,2-Wheelers,515,59809
01-06-2021,Tamil Nadu,2-Wheelers,660,45197
01-06-2021,Uttar Pradesh,2-Wheelers,92,264409
01-06-2021,Uttarakhand,2-Wheelers,37,9766
01-06-2021,West Bengal,2-Wheelers,12,67354
01-07-2021,Andhra Pradesh,2-Wheelers,811,58165
01-07-2021,Assam,2-Wheelers,22,22521
01-07-2021,Bihar,2-Wheelers,189,70562
01-07-2021,Chandigarh,2-Wheelers,11,1286
01-07-2021,Chhattisgarh,2-Wheelers,253,30642
01-07-2021,DNH and DD,2-Wheelers,3,704
01-07-2021,Delhi,2-Wheelers,818,24955
01-07-2021,Goa,2-Wheelers,64,1694
01-07-2021,Gujarat,2-Wheelers,358,68641
01-07-2021,Haryana,2-Wheelers,134,24476
01-07-2021,Himachal Pradesh,2-Wheelers,18,6543
01-07-2021,Jammu and Kashmir,2-Wheelers,203,10104
01-07-2021,Jharkhand,2-Wheelers,108,29512
01-07-2021,Karnataka,2-Wheelers,3384,84001
01-07-2021,Kerala,2-Wheelers,456,41455
01-07-2021,Madhya Pradesh,2-Wheelers,469,99094
01-07-2021,Maharashtra,2-Wheelers,2101,146083
01-07-2021,Odisha,2-Wheelers,324,38080
01-07-2021,Puducherry,2-Wheelers,38,3592
01-07-2021,Punjab,2-Wheelers,318,27261
01-07-2021,Rajasthan,2-Wheelers,1378,67308
01-07-2021,Tamil Nadu,2-Wheelers,2801,122808
01-07-2021,Uttar Pradesh,2-Wheelers,303,215180
01-07-2021,Uttarakhand,2-Wheelers,76,12268
01-07-2021,West Bengal,2-Wheelers,36,76665
01-08-2021,Andhra Pradesh,2-Wheelers,666,58473
01-08-2021,Assam,2-Wheelers,26,25097
01-08-2021,Bihar,2-Wheelers,191,54618
01-08-2021,Chandigarh,2-Wheelers,19,1380
01-08-2021,Chhattisgarh,2-Wheelers,238,27491
01-08-2021,DNH and DD,2-Wheelers,2,584
01-08-2021,Delhi,2-Wheelers,995,26069
01-08-2021,Goa,2-Wheelers,22,2316
01-08-2021,Gujarat,2-Wheelers,584,54721
01-08-2021,Haryana,2-Wheelers,441,30342
01-08-2021,Himachal Pradesh,2-Wheelers,32,5430
01-08-2021,Jammu and Kashmir,2-Wheelers,122,9978
01-08-2021,Jharkhand,2-Wheelers,137,26589
01-08-2021,Karnataka,2-Wheelers,3319,79751
01-08-2021,Kerala,2-Wheelers,598,52507
01-08-2021,Madhya Pradesh,2-Wheelers,457,67859
